,Pokedex Number,Pokemon Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth Total,Egg Cycle Count
535,387,Turtwig,,,0.4,10.2,Grass,Grass,87.5,12.5,50,55,68,64,45,55,31,318,0,1,0,0,0,0,1,45,1059860,20
536,388,Grotle,,,1.1,97.0,Grass,Grass,87.5,12.5,50,75,89,85,55,65,36,405,0,1,1,0,0,0,2,45,1059860,20
537,389,Torterra,,,2.2,310.0,Grass,Ground,87.5,12.5,50,95,109,105,75,85,56,525,0,2,1,0,0,0,3,45,1059860,20
538,390,Chimchar,,,0.5,6.2,Fire,Fire,87.5,12.5,50,44,58,44,58,44,61,309,0,0,0,0,0,1,1,45,1059860,20
539,391,Monferno,,,0.9,22.0,Fire,Fighting,87.5,12.5,50,64,78,52,78,52,81,405,0,0,0,1,0,1,2,45,1059860,20
540,392,Infernape,,,1.2,55.0,Fire,Fighting,87.5,12.5,50,76,104,71,104,71,108,534,0,1,0,1,0,1,3,45,1059860,20
541,393,Piplup,,,0.4,5.2,Water,Water,87.5,12.5,50,53,51,53,61,56,40,314,0,0,0,1,0,0,1,45,1059860,20
542,394,Prinplup,,,0.8,23.0,Water,Water,87.5,12.5,50,64,66,68,81,76,50,405,0,0,0,2,0,0,2,45,1059860,20
543,395,Empoleon,,,1.7,84.5,Water,Steel,87.5,12.5,50,84,86,88,111,101,60,530,0,0,0,3,0,0,3,45,1059860,20
544,396,Starly,,,0.3,2.0,Normal,Flying,50.0,50.0,50,40,55,30,30,30,60,245,0,0,0,0,0,1,1,255,1059860,15
545,397,Staravia,,,0.6,15.5,Normal,Flying,50.0,50.0,50,55,75,50,40,40,80,340,0,0,0,0,0,2,2,120,1059860,15
546,398,Staraptor,,,1.2,24.9,Normal,Flying,50.0,50.0,50,85,120,70,50,60,100,485,0,3,0,0,0,0,3,45,1059860,15
547,399,Bidoof,,,0.5,20.0,Normal,Normal,50.0,50.0,50,59,45,40,35,40,31,250,1,0,0,0,0,0,1,255,1000000,15
548,400,Bibarel,,,1.0,31.5,Normal,Water,50.0,50.0,50,79,85,60,55,60,71,410,0,2,0,0,0,0,2,127,1000000,15
549,401,Kricketot,,,0.3,2.2,Bug,Bug,50.0,50.0,50,37,25,41,25,41,25,194,0,0,1,0,0,0,1,255,1059860,15
550,402,Kricketune,,,1.0,25.5,Bug,Bug,50.0,50.0,50,77,85,51,55,51,65,384,0,2,0,0,0,0,2,45,1059860,15
551,403,Shinx,,,0.5,9.5,Electric,Electric,50.0,50.0,50,45,65,34,40,34,45,263,0,1,0,0,0,0,1,235,1059860,20
552,404,Luxio,,,0.9,30.5,Electric,Electric,50.0,50.0,100,60,85,49,60,49,60,363,0,2,0,0,0,0,2,120,1059860,20
553,405,Luxray,,,1.4,42.0,Electric,Electric,50.0,50.0,50,80,120,79,95,79,70,523,0,3,0,0,0,0,3,45,1059860,20
554,406,Budew,,,0.2,1.2,Grass,Poison,50.0,50.0,50,40,30,35,50,70,55,280,0,0,0,1,0,0,1,255,1059860,20
555,407,Roserade,,,0.9,14.5,Grass,Poison,50.0,50.0,50,60,70,65,125,105,90,515,0,0,0,3,0,0,3,75,1059860,20
556,408,Cranidos,,,0.9,31.5,Rock,Rock,87.5,12.5,50,67,125,40,30,30,58,350,0,1,0,0,0,0,1,45,600000,30
557,409,Rampardos,,,1.6,102.5,Rock,Rock,87.5,12.5,50,97,165,60,65,50,58,495,0,2,0,0,0,0,2,45,600000,30
558,410,Shieldon,,,0.5,57.0,Rock,Steel,87.5,12.5,50,30,42,118,42,88,30,350,0,0,1,0,0,0,1,45,600000,30
559,411,Bastiodon,,,1.3,149.5,Rock,Steel,87.5,12.5,50,60,52,168,47,138,30,495,0,0,2,0,0,0,2,45,600000,30
560,412,Burmy,,,0.2,3.4,Bug,Bug,50.0,50.0,50,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,1000000,15
561,412,"""Sandy"" Burmy",610.0,,0.2,3.4,Bug,Bug,50.0,50.0,50,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,1000000,15
562,412,"""Trash"" Burmy",610.0,,0.2,3.4,Bug,Bug,50.0,50.0,50,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,1000000,15
563,413,Wormadam,,,0.5,6.5,Bug,Grass,0.0,100.0,50,60,59,85,79,105,36,424,0,0,0,0,2,0,2,45,1000000,15
564,413,"""Sandy"" Wormadam",611.0,,0.5,6.5,Bug,Ground,0.0,100.0,50,60,79,105,59,85,36,424,0,0,2,0,0,0,2,45,1000000,15
565,413,"""Trash"" Wormadam",611.0,,0.5,6.5,Bug,Steel,0.0,100.0,50,60,69,95,69,95,36,424,0,0,1,0,1,0,2,45,1000000,15
566,414,Mothim,,,0.9,23.3,Bug,Flying,100.0,0.0,50,70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,1000000,15
567,414,Mothim,,,0.9,23.3,Bug,Flying,100.0,0.0,50,70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,1000000,15
568,414,Mothim,,,0.9,23.3,Bug,Flying,100.0,0.0,50,70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,1000000,15
569,415,Combee,,,0.3,5.5,Bug,Flying,87.5,12.5,50,30,30,42,30,42,70,244,0,0,0,0,0,1,1,120,1059860,15
570,416,Vespiquen,,,1.2,38.5,Bug,Flying,0.0,100.0,50,70,80,102,80,102,40,474,0,0,1,0,1,0,2,45,1059860,15
571,417,Pachirisu,,,0.4,3.9,Electric,Electric,50.0,50.0,100,60,45,70,45,90,95,405,0,0,0,0,0,1,1,200,1000000,10
572,418,Buizel,,,0.7,29.5,Water,Water,50.0,50.0,50,55,65,35,60,30,85,330,0,0,0,0,0,1,1,190,1000000,20
573,419,Floatzel,,,1.1,33.5,Water,Water,50.0,50.0,50,85,105,55,85,50,115,495,0,0,0,0,0,2,2,75,1000000,20
574,420,Cherubi,,,0.4,3.3,Grass,Grass,50.0,50.0,50,45,35,45,62,53,35,275,0,0,0,1,0,0,1,190,1000000,20
575,421,Cherrim,,,0.5,9.3,Grass,Grass,50.0,50.0,50,70,60,70,87,78,85,450,0,0,0,2,0,0,2,75,1000000,20
576,422,Shellos,,,0.3,6.3,Water,Water,50.0,50.0,50,76,48,48,57,62,34,325,1,0,0,0,0,0,1,190,1000000,20
577,422,"""East Sea"" Shellos",620.0,,0.3,6.3,Water,Water,50.0,50.0,50,76,48,48,57,62,34,325,1,0,0,0,0,0,1,190,1000000,20
578,423,Gastrodon,,,0.9,29.9,Water,Ground,50.0,50.0,50,111,83,68,92,82,39,475,2,0,0,0,0,0,2,75,1000000,20
579,423,"""East Sea"" Gastrodon",621.0,,0.9,29.9,Water,Ground,50.0,50.0,50,111,83,68,92,82,39,475,2,0,0,0,0,0,2,75,1000000,20
580,424,Ambipom,,,1.2,20.3,Normal,Normal,50.0,50.0,100,75,100,66,60,66,115,482,0,0,0,0,0,2,2,45,800000,20
581,425,Drifloon,,,0.4,1.2,Ghost,Flying,50.0,50.0,50,90,50,34,60,44,70,348,1,0,0,0,0,0,1,125,1640000,30
582,426,Drifblim,,,1.2,15.0,Ghost,Flying,50.0,50.0,50,150,80,44,90,54,80,498,2,0,0,0,0,0,2,60,1640000,30
583,427,Buneary,,,0.4,5.5,Normal,Normal,50.0,50.0,0,55,66,44,44,56,85,350,0,0,0,0,0,1,1,190,1000000,20
584,428,Lopunny,,,1.2,33.3,Normal,Normal,50.0,50.0,140,65,76,84,54,96,105,480,0,0,0,0,0,2,2,60,1000000,20
585,428,"""Mega"" Lopunny",626.0,,1.3,28.3,Normal,Fighting,50.0,50.0,140,65,136,94,54,96,135,580,0,0,0,0,0,2,2,60,1000000,20
586,429,Mismagius,,,0.9,4.4,Ghost,Ghost,50.0,50.0,35,60,60,60,105,105,105,495,0,0,0,1,1,0,2,45,800000,25
587,430,Honchkrow,,,0.9,27.3,Dark,Flying,50.0,50.0,35,100,125,52,105,52,71,505,0,2,0,0,0,0,2,30,1059860,20
588,431,Glameow,,,0.5,3.9,Normal,Normal,25.0,75.0,50,49,55,42,42,37,85,310,0,0,0,0,0,1,1,190,800000,20
589,432,Purugly,,,1.0,43.8,Normal,Normal,25.0,75.0,50,71,82,64,64,59,112,452,0,0,0,0,0,2,2,75,800000,20
590,433,Chingling,,,0.2,0.6,Psychic,Psychic,50.0,50.0,50,45,30,50,65,50,45,285,0,0,0,1,0,0,1,120,800000,25
591,434,Stunky,,,0.4,19.2,Poison,Dark,50.0,50.0,50,63,63,47,41,41,74,329,0,0,0,0,0,1,1,225,1000000,20
592,435,Skuntank,,,1.0,38.0,Poison,Dark,50.0,50.0,50,103,93,67,71,61,84,479,2,0,0,0,0,0,2,60,1000000,20
593,436,Bronzor,,,0.5,60.5,Steel,Psychic,0.0,0.0,50,57,24,86,24,86,23,300,0,0,1,0,0,0,1,255,1000000,20
594,437,Bronzong,,,1.3,187.0,Steel,Psychic,0.0,0.0,50,67,89,116,79,116,33,500,0,0,1,0,1,0,2,90,1000000,20
595,438,Bonsly,,,0.5,15.0,Rock,Rock,50.0,50.0,50,50,80,95,10,45,10,290,0,0,1,0,0,0,1,255,1000000,20
596,439,Mime Jr.,,,0.6,13.0,Psychic,Fairy,50.0,50.0,50,20,25,45,70,90,60,310,0,0,0,0,1,0,1,145,1000000,25
597,440,Happiny,,,0.6,24.4,Normal,Normal,0.0,100.0,140,100,5,5,15,65,30,220,1,0,0,0,0,0,1,130,800000,40
598,441,Chatot,,,0.5,1.9,Normal,Flying,50.0,50.0,35,76,65,45,92,42,91,411,0,1,0,0,0,0,1,30,1059860,20
599,442,Spiritomb,,,1.0,108.0,Ghost,Dark,50.0,50.0,50,50,92,108,92,108,35,485,0,0,1,0,1,0,2,100,1000000,30
600,443,Gible,,,0.7,20.5,Dragon,Ground,50.0,50.0,50,58,70,45,40,45,42,300,0,1,0,0,0,0,1,45,1250000,40
601,444,Gabite,,,1.4,56.0,Dragon,Ground,50.0,50.0,50,68,90,65,50,55,82,410,0,2,0,0,0,0,2,45,1250000,40
602,445,Garchomp,,,1.9,95.0,Dragon,Ground,50.0,50.0,50,108,130,95,80,85,102,600,0,3,0,0,0,0,3,45,1250000,40
603,445,"""Mega"" Garchomp",643.0,,1.9,95.0,Dragon,Ground,50.0,50.0,70,108,170,115,120,95,92,700,0,3,0,0,0,0,3,45,1250000,40
604,446,Munchlax,,,0.6,105.0,Normal,Normal,87.5,12.5,50,135,85,40,40,85,5,390,1,0,0,0,0,0,1,50,1250000,40
605,447,Riolu,,,0.7,20.2,Fighting,Fighting,87.5,12.5,50,40,70,40,35,40,60,285,0,1,0,0,0,0,1,75,1059860,25
606,448,Lucario,,,1.2,54.0,Fighting,Steel,87.5,12.5,50,70,110,70,115,70,90,525,0,1,0,1,0,0,2,45,1059860,25
607,448,"""Mega"" Lucario",646.0,,1.3,57.5,Fighting,Steel,87.5,12.5,70,70,145,88,140,70,112,625,0,1,0,1,0,0,2,45,1059860,25
608,449,Hippopotas,,,0.8,49.5,Ground,Ground,50.0,50.0,50,68,72,78,38,42,32,330,0,0,1,0,0,0,1,140,1250000,30
609,450,Hippowdon,,,2.0,300.0,Ground,Ground,50.0,50.0,50,108,112,118,68,72,47,525,0,0,2,0,0,0,2,60,1250000,30
610,451,Skorupi,,,0.8,12.0,Poison,Bug,50.0,50.0,50,40,50,90,30,55,65,330,0,0,1,0,0,0,1,120,1250000,20
611,452,Drapion,,,1.3,61.5,Poison,Dark,50.0,50.0,50,70,90,110,60,75,95,500,0,0,2,0,0,0,2,45,1250000,20
612,453,Croagunk,,,0.7,23.0,Poison,Fighting,50.0,50.0,100,48,61,40,61,40,50,300,0,1,0,0,0,0,1,140,1000000,10
613,454,Toxicroak,,,1.3,44.4,Poison,Fighting,50.0,50.0,50,83,106,65,86,65,85,490,0,2,0,0,0,0,2,75,1000000,20
614,455,Carnivine,,,1.4,27.0,Grass,Grass,50.0,50.0,50,74,100,72,90,72,46,454,0,2,0,0,0,0,2,200,1250000,25
615,456,Finneon,,,0.4,7.0,Water,Water,50.0,50.0,50,49,49,56,49,61,66,330,0,0,0,0,0,1,1,190,600000,20
616,457,Lumineon,,,1.2,24.0,Water,Water,50.0,50.0,50,69,69,76,69,86,91,460,0,0,0,0,0,2,2,75,600000,20
617,458,Mantyke,,,1.0,65.0,Water,Flying,50.0,50.0,50,45,20,50,60,120,50,345,0,0,0,0,1,0,1,25,1250000,25
618,459,Snover,,,1.0,50.5,Grass,Ice,50.0,50.0,50,60,62,50,62,60,40,334,0,1,0,0,0,0,1,120,1250000,20
619,460,Abomasnow,,,2.2,135.5,Grass,Ice,50.0,50.0,50,90,92,75,92,85,60,494,0,1,0,1,0,0,2,60,1250000,20
620,460,"""Mega"" Abomasnow",658.0,,2.7,185.0,Grass,Ice,50.0,50.0,70,90,132,105,132,105,30,594,0,1,0,1,0,0,2,60,1250000,20
621,461,Weavile,,,1.1,34.0,Dark,Ice,50.0,50.0,35,70,120,65,45,85,125,510,0,1,0,0,0,1,2,45,1059860,20
622,462,Magnezone,,,1.2,180.0,Electric,Steel,0.0,0.0,50,70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,1000000,20
623,462,Magnezone,,,1.2,180.0,Electric,Steel,0.0,0.0,50,70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,1000000,20
624,463,Lickilicky,,,1.7,140.0,Normal,Normal,50.0,50.0,50,110,85,95,80,95,50,515,3,0,0,0,0,0,3,30,1000000,20
625,464,Rhyperior,,,2.4,282.8,Ground,Rock,50.0,50.0,50,115,140,130,55,55,40,535,0,3,0,0,0,0,3,30,1250000,20
626,465,Tangrowth,,,2.0,128.6,Grass,Grass,50.0,50.0,50,100,100,125,110,50,50,535,0,0,2,0,0,0,2,30,1000000,20
627,466,Electivire,,,1.8,138.6,Electric,Electric,75.0,25.0,50,75,123,67,95,85,95,540,0,3,0,0,0,0,3,30,1000000,25
628,467,Magmortar,,,1.6,68.0,Fire,Fire,75.0,25.0,50,75,95,67,125,95,83,540,0,0,0,3,0,0,3,30,1000000,25
629,468,Togekiss,,,1.5,38.0,Fairy,Flying,87.5,12.5,50,85,50,95,120,115,80,545,0,0,0,2,1,0,3,30,800000,10
630,469,Yanmega,,,1.9,51.5,Bug,Flying,50.0,50.0,50,86,76,86,116,56,95,515,0,2,0,0,0,0,2,30,1000000,20
631,470,Leafeon,,,1.0,25.5,Grass,Grass,87.5,12.5,35,65,110,130,60,65,95,525,0,0,2,0,0,0,2,45,1000000,35
632,470,Leafeon,,,1.0,25.5,Grass,Grass,87.5,12.5,35,65,110,130,60,65,95,525,0,0,2,0,0,0,2,45,1000000,35
633,471,Glaceon,,,0.8,25.9,Ice,Ice,87.5,12.5,35,65,60,110,130,95,65,525,0,0,0,2,0,0,2,45,1000000,35
634,471,Glaceon,,,0.8,25.9,Ice,Ice,87.5,12.5,35,65,60,110,130,95,65,525,0,0,0,2,0,0,2,45,1000000,35
635,472,Gliscor,,,2.0,42.5,Ground,Flying,50.0,50.0,50,75,95,125,45,75,95,510,0,0,2,0,0,0,2,30,1059860,20
636,473,Mamoswine,,,2.5,291.0,Ice,Ground,50.0,50.0,50,110,130,80,70,60,80,530,0,3,0,0,0,0,3,50,1250000,20
637,474,Porygon-Z,,,0.9,34.0,Normal,Normal,0.0,0.0,50,85,80,70,135,75,90,535,0,0,0,3,0,0,3,30,1000000,20
638,475,Gallade,,,1.6,52.0,Psychic,Fighting,100.0,0.0,35,68,125,65,65,115,80,518,0,3,0,0,0,0,3,45,1250000,20
639,475,"""Mega"" Gallade",720.0,,1.6,56.4,Psychic,Fighting,100.0,0.0,35,68,165,95,65,115,110,618,0,3,0,0,0,0,3,45,1250000,20
640,476,Probopass,,,1.4,340.0,Rock,Steel,50.0,50.0,50,60,55,145,75,150,40,525,0,0,1,0,2,0,3,60,1000000,20
641,476,Probopass,,,1.4,340.0,Rock,Steel,50.0,50.0,50,60,55,145,75,150,40,525,0,0,1,0,2,0,3,60,1000000,20
642,477,Dusknoir,,,2.2,106.6,Ghost,Ghost,50.0,50.0,35,45,100,135,65,135,45,525,0,0,1,0,2,0,3,45,800000,25
643,478,Froslass,,,1.3,26.6,Ice,Ghost,0.0,100.0,50,70,80,70,80,70,110,480,0,0,0,0,0,2,2,75,1000000,20
644,479,Rotom,,,0.3,0.3,Electric,Ghost,0.0,0.0,50,50,50,77,95,77,91,440,0,0,0,1,0,1,2,45,1000000,20
645,479,"""Mow"" Rotom",729.0,,0.3,0.3,Electric,Grass,0.0,0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,1000000,20
646,479,"""Heat"" Rotom",729.0,,0.3,0.3,Electric,Fire,0.0,0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,1000000,20
647,479,"""Wash"" Rotom",729.0,,0.3,0.3,Electric,Water,0.0,0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,1000000,20
648,479,"""Frost"" Rotom",729.0,,0.3,0.3,Electric,Ice,0.0,0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,1000000,20
649,479,"""Fan"" Rotom",729.0,,0.3,0.3,Electric,Flying,0.0,0.0,50,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,1000000,20
650,480,Uxie,,Sub-Legendary,0.3,0.3,Psychic,Psychic,0.0,0.0,140,75,75,130,75,130,95,580,0,0,2,0,1,0,3,3,1250000,80
651,481,Mesprit,,Sub-Legendary,0.3,0.3,Psychic,Psychic,0.0,0.0,140,80,105,105,105,105,80,580,0,1,0,1,1,0,3,3,1250000,80
652,482,Azelf,,Sub-Legendary,0.3,0.3,Psychic,Psychic,0.0,0.0,140,75,125,70,125,70,115,580,0,2,0,1,0,0,3,3,1250000,80
653,483,Dialga,,Legendary,5.4,683.0,Steel,Dragon,0.0,0.0,0,100,120,120,150,100,90,680,0,0,0,3,0,0,3,3,1250000,120
654,483,"""Origin"" Dialga",733.0,Legendary,7.0,850.0,Steel,Dragon,0.0,0.0,0,100,100,120,150,120,90,680,0,0,0,3,0,0,3,45,1250000,120
655,484,Palkia,,Legendary,4.2,336.0,Water,Dragon,0.0,0.0,0,90,120,100,150,120,100,680,0,0,0,3,0,0,3,3,1250000,120
656,484,"""Origin"" Palkia",734.0,Legendary,6.3,660.0,Water,Dragon,0.0,0.0,0,90,100,100,150,120,120,680,0,0,0,3,0,0,3,45,1250000,120
657,485,Heatran,,Sub-Legendary,1.7,430.0,Fire,Steel,50.0,50.0,100,91,90,106,130,106,77,600,0,0,0,3,0,0,3,3,1250000,10
658,486,Regigigas,,Sub-Legendary,3.7,420.0,Normal,Normal,0.0,0.0,0,110,160,110,80,110,100,670,0,3,0,0,0,0,3,3,1250000,120
659,487,Giratina,,Legendary,4.5,750.0,Ghost,Dragon,0.0,0.0,0,150,100,120,100,120,90,680,3,0,0,0,0,0,3,3,1250000,120
660,487,"""Origin"" Giratina",737.0,Legendary,6.9,650.0,Ghost,Dragon,0.0,0.0,0,150,120,100,120,100,90,680,3,0,0,0,0,0,3,3,1250000,120
661,488,Cresselia,,Sub-Legendary,1.5,85.6,Psychic,Psychic,0.0,100.0,100,120,70,110,75,120,85,580,0,0,0,0,3,0,3,3,1250000,120
662,489,Phione,,Mythical,0.4,3.1,Water,Water,0.0,0.0,50,80,80,80,80,80,80,480,1,0,0,0,0,0,1,30,1250000,40
663,490,Manaphy,,Mythical,0.3,1.4,Water,Water,0.0,0.0,50,100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,1250000,10
664,491,Darkrai,,Mythical,1.5,50.5,Dark,Dark,0.0,0.0,0,70,90,90,135,90,125,600,0,0,0,2,0,1,3,3,1250000,120
665,492,Shaymin,,Mythical,0.2,2.1,Grass,Grass,0.0,0.0,100,100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,1059860,120
666,492,"""Sky"" Shaymin",740.0,Mythical,0.4,5.2,Grass,Flying,0.0,0.0,100,100,103,75,120,75,127,600,0,0,0,0,0,3,3,45,1059860,120
667,493,Arceus,,Mythical,3.2,320.0,Normal,Normal,0.0,0.0,0,120,120,120,120,120,120,720,3,0,0,0,0,0,3,3,1250000,120
668,494,Victini,,Mythical,0.4,4.0,Psychic,Fire,0.0,0.0,100,100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,1250000,120
669,495,Snivy,,,0.6,8.1,Grass,Grass,87.5,12.5,70,45,45,55,45,55,63,308,0,0,0,0,0,1,1,45,1059860,20
670,496,Servine,,,0.8,16.0,Grass,Grass,87.5,12.5,70,60,60,75,60,75,83,413,0,0,0,0,0,2,2,45,1059860,20
671,497,Serperior,,,3.3,63.0,Grass,Grass,87.5,12.5,70,75,75,95,75,95,113,528,0,0,0,0,0,3,3,45,1059860,20
672,498,Tepig,,,0.5,9.9,Fire,Fire,87.5,12.5,70,65,63,45,45,45,45,308,1,0,0,0,0,0,1,45,1059860,20
673,499,Pignite,,,1.0,55.5,Fire,Fighting,87.5,12.5,70,90,93,55,70,55,55,418,0,2,0,0,0,0,2,45,1059860,20
674,500,Emboar,,,1.6,150.0,Fire,Fighting,87.5,12.5,70,110,123,65,100,65,65,528,0,3,0,0,0,0,3,45,1059860,20
675,501,Oshawott,,,0.5,5.9,Water,Water,87.5,12.5,50,55,55,45,63,45,45,308,0,0,0,1,0,0,1,45,1059860,20
676,502,Dewott,,,0.8,24.5,Water,Water,87.5,12.5,50,75,75,60,83,60,60,413,0,0,0,2,0,0,2,45,1059860,20
677,503,Samurott,,,1.5,94.6,Water,Water,87.5,12.5,50,95,100,85,108,70,70,528,0,0,0,3,0,0,3,45,1059860,20
678,503,"""Hisui"" Samurott",837.0,,1.5,58.2,Water,Dark,87.5,12.5,50,90,108,80,100,65,85,528,0,3,0,0,0,0,3,55,1059860,20
679,503,"""Hisui"" Samurott",837.0,,1.5,58.2,Water,Dark,87.5,12.5,50,90,108,80,100,65,85,528,0,3,0,0,0,0,3,55,1059860,20
680,504,Patrat,,,0.5,11.6,Normal,Normal,50.0,50.0,70,45,55,39,35,39,42,255,0,1,0,0,0,0,1,255,1000000,15
681,505,Watchog,,,1.1,27.0,Normal,Normal,50.0,50.0,70,60,85,69,60,69,77,420,0,2,0,0,0,0,2,255,1000000,20
682,506,Lillipup,,,0.4,4.1,Normal,Normal,50.0,50.0,50,45,60,45,25,45,55,275,0,1,0,0,0,0,1,255,1059860,15
683,507,Herdier,,,0.9,14.7,Normal,Normal,50.0,50.0,50,65,80,65,35,65,60,370,0,2,0,0,0,0,2,120,1059860,15
684,508,Stoutland,,,1.2,61.0,Normal,Normal,50.0,50.0,50,85,110,90,45,90,80,500,0,3,0,0,0,0,3,45,1059860,15
685,509,Purrloin,,,0.4,10.1,Dark,Dark,50.0,50.0,50,41,50,37,50,37,66,281,0,0,0,0,0,1,1,255,1000000,20
686,510,Liepard,,,1.1,37.5,Dark,Dark,50.0,50.0,50,64,88,50,88,50,106,446,0,0,0,0,0,2,2,90,1000000,20
687,511,Pansage,,,0.6,10.5,Grass,Grass,87.5,12.5,70,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,1000000,20
688,512,Simisage,,,1.1,30.5,Grass,Grass,87.5,12.5,70,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,1000000,20
689,513,Pansear,,,0.6,11.0,Fire,Fire,87.5,12.5,70,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,1000000,20
690,514,Simisear,,,1.0,28.0,Fire,Fire,87.5,12.5,70,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,1000000,20
691,515,Panpour,,,0.6,13.5,Water,Water,87.5,12.5,70,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,1000000,20
692,516,Simipour,,,1.0,29.0,Water,Water,87.5,12.5,70,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,1000000,20
693,517,Munna,,,0.6,23.3,Psychic,Psychic,50.0,50.0,50,76,25,45,67,55,24,292,1,0,0,0,0,0,1,190,800000,10
694,518,Musharna,,,1.1,60.5,Psychic,Psychic,50.0,50.0,50,116,55,85,107,95,29,487,2,0,0,0,0,0,2,75,800000,10
695,519,Pidove,,,0.3,2.1,Normal,Flying,50.0,50.0,50,50,55,50,36,30,43,264,0,1,0,0,0,0,1,255,1059860,15
696,520,Tranquill,,,0.6,15.0,Normal,Flying,50.0,50.0,50,62,77,62,50,42,65,358,0,2,0,0,0,0,2,120,1059860,15
697,521,Unfezant,,,1.2,29.0,Normal,Flying,50.0,50.0,50,80,115,80,65,55,93,488,0,3,0,0,0,0,3,45,1059860,15
698,522,Blitzle,,,0.8,29.8,Electric,Electric,50.0,50.0,70,45,60,32,50,32,76,295,0,0,0,0,0,1,1,190,1000000,20
699,523,Zebstrika,,,1.6,79.5,Electric,Electric,50.0,50.0,70,75,100,63,80,63,116,497,0,0,0,0,0,2,2,75,1000000,20
700,524,Roggenrola,,,0.4,18.0,Rock,Rock,50.0,50.0,50,55,75,85,25,25,15,280,0,0,1,0,0,0,1,255,1059860,15
701,525,Boldore,,,0.9,102.0,Rock,Rock,50.0,50.0,50,70,105,105,50,40,20,390,0,1,1,0,0,0,2,120,1059860,15
702,526,Gigalith,,,1.7,260.0,Rock,Rock,50.0,50.0,50,85,135,130,60,80,25,515,0,3,0,0,0,0,3,45,1059860,15
703,527,Woobat,,,0.4,2.1,Psychic,Flying,50.0,50.0,50,65,45,43,55,43,72,323,0,0,0,0,0,1,1,190,1000000,15
704,528,Swoobat,,,0.9,10.5,Psychic,Flying,50.0,50.0,50,67,57,55,77,55,114,425,0,0,0,0,0,2,2,45,1000000,15
705,529,Drilbur,,,0.3,8.5,Ground,Ground,50.0,50.0,50,60,85,40,30,45,68,328,0,1,0,0,0,0,1,120,1000000,20
706,530,Excadrill,,,0.7,40.4,Ground,Steel,50.0,50.0,50,110,135,60,50,65,88,508,0,2,0,0,0,0,2,60,1000000,20
707,531,Audino,,,1.1,31.0,Normal,Normal,50.0,50.0,50,103,60,86,60,86,50,445,2,0,0,0,0,0,2,255,800000,20
708,531,"""Mega"" Audino",865.0,,1.5,32.0,Normal,Fairy,50.0,50.0,70,103,60,126,80,126,50,545,2,0,0,0,0,0,2,255,800000,20
709,532,Timburr,,,0.6,12.5,Fighting,Fighting,75.0,25.0,70,75,80,55,25,35,35,305,0,1,0,0,0,0,1,180,1059860,20
710,533,Gurdurr,,,1.2,40.0,Fighting,Fighting,75.0,25.0,50,85,105,85,40,50,40,405,0,2,0,0,0,0,2,90,1059860,20
711,534,Conkeldurr,,,1.4,87.0,Fighting,Fighting,75.0,25.0,50,105,140,95,55,65,45,505,0,3,0,0,0,0,3,45,1059860,20
712,535,Tympole,,,0.5,4.5,Water,Water,50.0,50.0,50,50,50,40,50,40,64,294,0,0,0,0,0,1,1,255,1059860,20
713,536,Palpitoad,,,0.8,17.0,Water,Ground,50.0,50.0,50,75,65,55,65,55,69,384,2,0,0,0,0,0,2,120,1059860,20
714,537,Seismitoad,,,1.5,62.0,Water,Ground,50.0,50.0,50,105,95,75,85,75,74,509,3,0,0,0,0,0,3,45,1059860,20
715,538,Throh,,,1.3,55.5,Fighting,Fighting,100.0,0.0,50,120,100,85,30,85,45,465,2,0,0,0,0,0,2,45,1000000,20
716,539,Sawk,,,1.4,41.0,Fighting,Fighting,100.0,0.0,50,75,125,75,30,75,85,465,0,2,0,0,0,0,2,45,1000000,20
